,time,subject,exercise,set_nr,focus,hr,acc_lin_x_lowpass,acc_lin_y_lowpass,acc_lin_z_lowpass,acc_x_lowpass,acc_y_lowpass,acc_z_lowpass,gyro_x_lowpass,gyro_y_lowpass,gyro_z_lowpass,yaw_lowpass,pitch_lowpass,roll_lowpass,set_id
4455,29.1,0,0,3,1,94.45,-1.3088458484089216,-1.9659187440238413,-0.4809513737259268,-10.12918160820452,-0.4156138025791234,3.572772415061276,0.2070854531277553,0.2001307465215673,0.8809429241908655,20.947032544147497,63.81749552403346,-44.47784506877658,2
4456,29.12,0,0,3,1,94.44,-1.4168902851640406,-1.7631220482666272,-0.2960381113777856,-10.22993505467843,0.0194474745838883,3.68166186846696,0.2239337970233442,0.3185675217558482,1.142084012870619,24.14740323156403,63.669813993297296,-41.4635934204286,2
4457,29.14,0,0,3,1,94.43,-1.4104618107973927,-1.393551919614635,-0.0807140438875962,-10.207230055603322,0.6653735582910865,3.804727961944276,0.1947329246480716,0.4352422073626505,1.412114743569667,27.90026102354254,63.39450438045246,-37.70152586002027,2
4458,29.16,0,0,3,1,94.42,-1.3292711593849127,-0.9354443145071596,0.0848793933213198,-10.096374661879942,1.4374766583109155,3.866848020473396,0.1188803781940419,0.5414173258552122,1.671137383323626,32.05261375519217,62.94397942624936,-33.29310273189812,2
4459,29.18,0,0,3,1,94.41,-1.2430071064397694,-0.4801768183437391,0.1242917736880494,-9.962943325810816,2.2360713611666103,3.797521869150904,0.0056805534613851,0.6278380947515247,1.902302484585526,36.40842241222613,62.28039367137662,-28.4231258517824,2
4460,29.2,0,0,3,1,94.4,-1.2241021120600089,-0.1093619885496132,-0.0079412362242002,-9.87555354006478,2.9711457580490843,3.557648085888281,-0.1277716707912617,0.6855946919198675,2.095930103382968,40.75839117207602,61.37598696182303,-23.33058564166401,2
4461,29.22,0,0,3,1,94.39,-1.3180137105288747,0.1249930745130991,-0.3063843634882077,-9.87604131457715,3.5837274500085257,3.158779549566362,-0.2609178662676468,0.708329647403546,2.25149615519828,44.91160972929722,60.21149118366558,-18.26599498349968,2
4462,29.24,0,0,3,1,94.38,-1.5225208976604396,0.2130228573301035,-0.7096605378832553,-9.95868927125458,4.059241186586911,2.667447132529805,-0.3751219903385719,0.694918893398307,2.37680337356199,48.72150989892764,58.77448766411284,-13.445813386635848,2
4463,29.26,0,0,3,1,94.37,-1.783845995173363,0.1889198603486289,-1.1137669041445453,-10.066408892960965,4.429323308036398,2.191315893210577,-0.4586280771862489,0.6509649434453615,2.48460301173148,52.09979867679455,57.05890266158208,-9.01619501286883,2
4464,29.28,0,0,3,1,94.36,-2.0114481968466573,0.1206731719372015,-1.4016515758244863,-10.105721536234006,4.760635808733614,1.849555404491919,-0.509625627582969,0.5877329267067708,2.5877824527990447,55.015350430548246,55.06579463590221,-5.036136744908812,2
