repeat,accuracy,balanced_accuracy,precision,recall,f1,n_train,n_test
785,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
786,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
787,1.0,1.0,1.0,1.0,1.0,20,4
788,0.5,0.5,0.0,0.0,0.0,20,4
789,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
790,1.0,1.0,1.0,1.0,1.0,20,4
791,1.0,1.0,1.0,1.0,1.0,20,4
792,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
793,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
794,1.0,1.0,1.0,1.0,1.0,20,4
795,1.0,1.0,1.0,1.0,1.0,20,4
796,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
797,1.0,1.0,1.0,1.0,1.0,20,4
798,1.0,1.0,1.0,1.0,1.0,20,4
799,0.5,0.5,0.5,0.5,0.5,20,4
800,1.0,1.0,1.0,1.0,1.0,20,4
801,0.25,0.25,0.3333333333333333,0.5,0.4,20,4
802,1.0,1.0,1.0,1.0,1.0,20,4
803,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
804,1.0,1.0,1.0,1.0,1.0,20,4
805,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
806,1.0,1.0,1.0,1.0,1.0,20,4
807,1.0,1.0,1.0,1.0,1.0,20,4
808,1.0,1.0,1.0,1.0,1.0,20,4
809,1.0,1.0,1.0,1.0,1.0,20,4
810,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
811,1.0,1.0,1.0,1.0,1.0,20,4
812,1.0,1.0,1.0,1.0,1.0,20,4
813,1.0,1.0,1.0,1.0,1.0,20,4
814,1.0,1.0,1.0,1.0,1.0,20,4
815,1.0,1.0,1.0,1.0,1.0,20,4
816,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
817,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
818,1.0,1.0,1.0,1.0,1.0,20,4
819,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
820,1.0,1.0,1.0,1.0,1.0,20,4
821,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
822,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
823,1.0,1.0,1.0,1.0,1.0,20,4
824,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
825,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
826,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
827,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
828,1.0,1.0,1.0,1.0,1.0,20,4
829,0.5,0.5,0.5,0.5,0.5,20,4
830,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
831,1.0,1.0,1.0,1.0,1.0,20,4
832,0.5,0.5,0.0,0.0,0.0,20,4
833,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
834,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
835,1.0,1.0,1.0,1.0,1.0,20,4
836,1.0,1.0,1.0,1.0,1.0,20,4
837,1.0,1.0,1.0,1.0,1.0,20,4
838,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
839,0.5,0.5,0.0,0.0,0.0,20,4
840,0.5,0.5,0.0,0.0,0.0,20,4
841,1.0,1.0,1.0,1.0,1.0,20,4
842,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
843,0.5,0.5,0.0,0.0,0.0,20,4
844,1.0,1.0,1.0,1.0,1.0,20,4
845,1.0,1.0,1.0,1.0,1.0,20,4
846,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
847,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
848,1.0,1.0,1.0,1.0,1.0,20,4
849,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
850,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
851,1.0,1.0,1.0,1.0,1.0,20,4
852,1.0,1.0,1.0,1.0,1.0,20,4
853,1.0,1.0,1.0,1.0,1.0,20,4
854,1.0,1.0,1.0,1.0,1.0,20,4
855,1.0,1.0,1.0,1.0,1.0,20,4
856,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
857,1.0,1.0,1.0,1.0,1.0,20,4
858,1.0,1.0,1.0,1.0,1.0,20,4
859,1.0,1.0,1.0,1.0,1.0,20,4
860,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
861,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
862,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
863,1.0,1.0,1.0,1.0,1.0,20,4
864,0.5,0.5,0.0,0.0,0.0,20,4
865,1.0,1.0,1.0,1.0,1.0,20,4
866,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
867,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
868,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
869,1.0,1.0,1.0,1.0,1.0,20,4
870,0.5,0.5,0.5,0.5,0.5,20,4
871,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
872,1.0,1.0,1.0,1.0,1.0,20,4
873,1.0,1.0,1.0,1.0,1.0,20,4
874,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
875,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
876,1.0,1.0,1.0,1.0,1.0,20,4
877,1.0,1.0,1.0,1.0,1.0,20,4
878,1.0,1.0,1.0,1.0,1.0,20,4
879,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
880,1.0,1.0,1.0,1.0,1.0,20,4
881,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
882,1.0,1.0,1.0,1.0,1.0,20,4
883,1.0,1.0,1.0,1.0,1.0,20,4
884,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
885,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
886,0.5,0.5,0.0,0.0,0.0,20,4
887,1.0,1.0,1.0,1.0,1.0,20,4
888,1.0,1.0,1.0,1.0,1.0,20,4
889,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
890,0.5,0.5,0.0,0.0,0.0,20,4
891,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
892,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
893,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
894,1.0,1.0,1.0,1.0,1.0,20,4
895,0.5,0.5,0.5,0.5,0.5,20,4
896,1.0,1.0,1.0,1.0,1.0,20,4
897,1.0,1.0,1.0,1.0,1.0,20,4
898,0.5,0.5,0.0,0.0,0.0,20,4
899,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
900,1.0,1.0,1.0,1.0,1.0,20,4
901,0.5,0.5,0.5,0.5,0.5,20,4
902,1.0,1.0,1.0,1.0,1.0,20,4
903,1.0,1.0,1.0,1.0,1.0,20,4
904,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
905,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
906,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
907,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
908,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
909,1.0,1.0,1.0,1.0,1.0,20,4
910,1.0,1.0,1.0,1.0,1.0,20,4
911,1.0,1.0,1.0,1.0,1.0,20,4
912,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
913,0.5,0.5,0.5,0.5,0.5,20,4
914,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
915,1.0,1.0,1.0,1.0,1.0,20,4
916,1.0,1.0,1.0,1.0,1.0,20,4
917,1.0,1.0,1.0,1.0,1.0,20,4
918,0.5,0.5,0.5,0.5,0.5,20,4
919,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
920,1.0,1.0,1.0,1.0,1.0,20,4
921,1.0,1.0,1.0,1.0,1.0,20,4
922,1.0,1.0,1.0,1.0,1.0,20,4
923,1.0,1.0,1.0,1.0,1.0,20,4
924,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
925,1.0,1.0,1.0,1.0,1.0,20,4
926,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
927,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
928,1.0,1.0,1.0,1.0,1.0,20,4
929,1.0,1.0,1.0,1.0,1.0,20,4
930,1.0,1.0,1.0,1.0,1.0,20,4
931,1.0,1.0,1.0,1.0,1.0,20,4
932,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
933,1.0,1.0,1.0,1.0,1.0,20,4
934,1.0,1.0,1.0,1.0,1.0,20,4
935,1.0,1.0,1.0,1.0,1.0,20,4
936,1.0,1.0,1.0,1.0,1.0,20,4
937,1.0,1.0,1.0,1.0,1.0,20,4
938,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
939,1.0,1.0,1.0,1.0,1.0,20,4
940,0.5,0.5,0.0,0.0,0.0,20,4
941,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
942,0.5,0.5,0.0,0.0,0.0,20,4
943,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
944,1.0,1.0,1.0,1.0,1.0,20,4
945,1.0,1.0,1.0,1.0,1.0,20,4
946,1.0,1.0,1.0,1.0,1.0,20,4
947,0.5,0.5,0.5,0.5,0.5,20,4
948,0.5,0.5,0.0,0.0,0.0,20,4
949,1.0,1.0,1.0,1.0,1.0,20,4
950,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
951,1.0,1.0,1.0,1.0,1.0,20,4
952,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
953,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
954,1.0,1.0,1.0,1.0,1.0,20,4
955,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
956,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
957,1.0,1.0,1.0,1.0,1.0,20,4
958,1.0,1.0,1.0,1.0,1.0,20,4
959,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
960,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
961,1.0,1.0,1.0,1.0,1.0,20,4
962,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
963,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
964,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
965,1.0,1.0,1.0,1.0,1.0,20,4
966,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
967,1.0,1.0,1.0,1.0,1.0,20,4
968,1.0,1.0,1.0,1.0,1.0,20,4
969,1.0,1.0,1.0,1.0,1.0,20,4
970,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
971,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
972,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
973,1.0,1.0,1.0,1.0,1.0,20,4
974,0.5,0.5,0.5,1.0,0.6666666666666666,20,4
975,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
976,1.0,1.0,1.0,1.0,1.0,20,4
977,0.5,0.5,0.0,0.0,0.0,20,4
978,1.0,1.0,1.0,1.0,1.0,20,4
979,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
980,1.0,1.0,1.0,1.0,1.0,20,4
981,1.0,1.0,1.0,1.0,1.0,20,4
982,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
983,1.0,1.0,1.0,1.0,1.0,20,4
984,1.0,1.0,1.0,1.0,1.0,20,4
985,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
986,0.5,0.5,0.0,0.0,0.0,20,4
987,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
988,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
989,1.0,1.0,1.0,1.0,1.0,20,4
990,1.0,1.0,1.0,1.0,1.0,20,4
991,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
992,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
993,1.0,1.0,1.0,1.0,1.0,20,4
994,1.0,1.0,1.0,1.0,1.0,20,4
995,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
996,0.25,0.25,0.0,0.0,0.0,20,4
997,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
998,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
999,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1000,0.5,0.5,0.5,0.5,0.5,20,4
1001,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1002,1.0,1.0,1.0,1.0,1.0,20,4
1003,1.0,1.0,1.0,1.0,1.0,20,4
1004,0.5,0.5,0.0,0.0,0.0,20,4
1005,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1006,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1007,0.5,0.5,0.5,0.5,0.5,20,4
1008,1.0,1.0,1.0,1.0,1.0,20,4
1009,1.0,1.0,1.0,1.0,1.0,20,4
1010,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1011,1.0,1.0,1.0,1.0,1.0,20,4
1012,1.0,1.0,1.0,1.0,1.0,20,4
1013,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1014,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1015,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1016,0.5,0.5,0.0,0.0,0.0,20,4
1017,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1018,0.5,0.5,0.0,0.0,0.0,20,4
1019,1.0,1.0,1.0,1.0,1.0,20,4
1020,0.25,0.25,0.0,0.0,0.0,20,4
1021,1.0,1.0,1.0,1.0,1.0,20,4
1022,0.5,0.5,0.0,0.0,0.0,20,4
1023,1.0,1.0,1.0,1.0,1.0,20,4
1024,1.0,1.0,1.0,1.0,1.0,20,4
1025,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1026,1.0,1.0,1.0,1.0,1.0,20,4
1027,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1028,1.0,1.0,1.0,1.0,1.0,20,4
1029,0.5,0.5,0.5,0.5,0.5,20,4
1030,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1031,0.5,0.5,0.5,0.5,0.5,20,4
1032,1.0,1.0,1.0,1.0,1.0,20,4
1033,1.0,1.0,1.0,1.0,1.0,20,4
1034,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1035,0.5,0.5,0.0,0.0,0.0,20,4
1036,1.0,1.0,1.0,1.0,1.0,20,4
1037,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1038,1.0,1.0,1.0,1.0,1.0,20,4
1039,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1040,1.0,1.0,1.0,1.0,1.0,20,4
1041,1.0,1.0,1.0,1.0,1.0,20,4
1042,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1043,0.5,0.5,0.5,0.5,0.5,20,4
1044,1.0,1.0,1.0,1.0,1.0,20,4
1045,1.0,1.0,1.0,1.0,1.0,20,4
1046,1.0,1.0,1.0,1.0,1.0,20,4
1047,1.0,1.0,1.0,1.0,1.0,20,4
1048,0.5,0.5,0.5,0.5,0.5,20,4
1049,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1050,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1051,1.0,1.0,1.0,1.0,1.0,20,4
1052,1.0,1.0,1.0,1.0,1.0,20,4
1053,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1054,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1055,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1056,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1057,1.0,1.0,1.0,1.0,1.0,20,4
1058,0.5,0.5,0.0,0.0,0.0,20,4
1059,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1060,1.0,1.0,1.0,1.0,1.0,20,4
1061,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1062,1.0,1.0,1.0,1.0,1.0,20,4
1063,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1064,0.25,0.25,0.0,0.0,0.0,20,4
1065,1.0,1.0,1.0,1.0,1.0,20,4
1066,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1067,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1068,1.0,1.0,1.0,1.0,1.0,20,4
1069,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1070,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1071,1.0,1.0,1.0,1.0,1.0,20,4
1072,1.0,1.0,1.0,1.0,1.0,20,4
1073,1.0,1.0,1.0,1.0,1.0,20,4
1074,1.0,1.0,1.0,1.0,1.0,20,4
1075,1.0,1.0,1.0,1.0,1.0,20,4
1076,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1077,1.0,1.0,1.0,1.0,1.0,20,4
1078,1.0,1.0,1.0,1.0,1.0,20,4
1079,1.0,1.0,1.0,1.0,1.0,20,4
1080,1.0,1.0,1.0,1.0,1.0,20,4
1081,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1082,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1083,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1084,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1085,0.5,0.5,0.0,0.0,0.0,20,4
1086,1.0,1.0,1.0,1.0,1.0,20,4
1087,0.5,0.5,0.0,0.0,0.0,20,4
1088,1.0,1.0,1.0,1.0,1.0,20,4
1089,1.0,1.0,1.0,1.0,1.0,20,4
1090,0.5,0.5,0.0,0.0,0.0,20,4
1091,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1092,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1093,1.0,1.0,1.0,1.0,1.0,20,4
1094,1.0,1.0,1.0,1.0,1.0,20,4
1095,1.0,1.0,1.0,1.0,1.0,20,4
1096,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1097,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1098,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1099,1.0,1.0,1.0,1.0,1.0,20,4
1100,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1101,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1102,1.0,1.0,1.0,1.0,1.0,20,4
1103,0.5,0.5,0.0,0.0,0.0,20,4
1104,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1105,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1106,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1107,0.5,0.5,0.5,0.5,0.5,20,4
1108,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1109,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1110,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1111,0.5,0.5,0.5,0.5,0.5,20,4
1112,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1113,0.5,0.5,0.0,0.0,0.0,20,4
1114,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1115,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1116,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1117,1.0,1.0,1.0,1.0,1.0,20,4
1118,1.0,1.0,1.0,1.0,1.0,20,4
1119,1.0,1.0,1.0,1.0,1.0,20,4
1120,1.0,1.0,1.0,1.0,1.0,20,4
1121,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1122,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1123,1.0,1.0,1.0,1.0,1.0,20,4
1124,1.0,1.0,1.0,1.0,1.0,20,4
1125,1.0,1.0,1.0,1.0,1.0,20,4
1126,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1127,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1128,1.0,1.0,1.0,1.0,1.0,20,4
1129,1.0,1.0,1.0,1.0,1.0,20,4
1130,0.5,0.5,0.5,0.5,0.5,20,4
1131,1.0,1.0,1.0,1.0,1.0,20,4
1132,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1133,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1134,1.0,1.0,1.0,1.0,1.0,20,4
1135,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1136,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1137,1.0,1.0,1.0,1.0,1.0,20,4
1138,1.0,1.0,1.0,1.0,1.0,20,4
1139,1.0,1.0,1.0,1.0,1.0,20,4
1140,1.0,1.0,1.0,1.0,1.0,20,4
1141,1.0,1.0,1.0,1.0,1.0,20,4
1142,0.5,0.5,0.5,0.5,0.5,20,4
1143,1.0,1.0,1.0,1.0,1.0,20,4
1144,1.0,1.0,1.0,1.0,1.0,20,4
1145,0.5,0.5,0.0,0.0,0.0,20,4
1146,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1147,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1148,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1149,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1150,1.0,1.0,1.0,1.0,1.0,20,4
1151,1.0,1.0,1.0,1.0,1.0,20,4
1152,0.5,0.5,0.0,0.0,0.0,20,4
1153,1.0,1.0,1.0,1.0,1.0,20,4
1154,1.0,1.0,1.0,1.0,1.0,20,4
1155,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1156,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1157,1.0,1.0,1.0,1.0,1.0,20,4
1158,1.0,1.0,1.0,1.0,1.0,20,4
1159,1.0,1.0,1.0,1.0,1.0,20,4
1160,1.0,1.0,1.0,1.0,1.0,20,4
1161,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1162,1.0,1.0,1.0,1.0,1.0,20,4
1163,1.0,1.0,1.0,1.0,1.0,20,4
1164,1.0,1.0,1.0,1.0,1.0,20,4
1165,1.0,1.0,1.0,1.0,1.0,20,4
1166,1.0,1.0,1.0,1.0,1.0,20,4
1167,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1168,1.0,1.0,1.0,1.0,1.0,20,4
1169,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1170,0.5,0.5,0.5,0.5,0.5,20,4
1171,1.0,1.0,1.0,1.0,1.0,20,4
1172,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1173,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1174,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1175,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1176,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1177,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1178,1.0,1.0,1.0,1.0,1.0,20,4
1179,1.0,1.0,1.0,1.0,1.0,20,4
1180,1.0,1.0,1.0,1.0,1.0,20,4
1181,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1182,1.0,1.0,1.0,1.0,1.0,20,4
1183,1.0,1.0,1.0,1.0,1.0,20,4
1184,0.25,0.25,0.3333333333333333,0.5,0.4,20,4
1185,0.25,0.25,0.0,0.0,0.0,20,4
1186,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1187,1.0,1.0,1.0,1.0,1.0,20,4
1188,1.0,1.0,1.0,1.0,1.0,20,4
1189,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1190,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1191,1.0,1.0,1.0,1.0,1.0,20,4
1192,1.0,1.0,1.0,1.0,1.0,20,4
1193,1.0,1.0,1.0,1.0,1.0,20,4
1194,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1195,1.0,1.0,1.0,1.0,1.0,20,4
1196,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1197,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1198,0.5,0.5,0.5,0.5,0.5,20,4
1199,1.0,1.0,1.0,1.0,1.0,20,4
1200,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1201,1.0,1.0,1.0,1.0,1.0,20,4
1202,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1203,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1204,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1205,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1206,1.0,1.0,1.0,1.0,1.0,20,4
1207,1.0,1.0,1.0,1.0,1.0,20,4
1208,1.0,1.0,1.0,1.0,1.0,20,4
1209,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1210,1.0,1.0,1.0,1.0,1.0,20,4
1211,1.0,1.0,1.0,1.0,1.0,20,4
1212,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1213,1.0,1.0,1.0,1.0,1.0,20,4
1214,1.0,1.0,1.0,1.0,1.0,20,4
1215,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1216,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1217,1.0,1.0,1.0,1.0,1.0,20,4
1218,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1219,1.0,1.0,1.0,1.0,1.0,20,4
1220,1.0,1.0,1.0,1.0,1.0,20,4
1221,1.0,1.0,1.0,1.0,1.0,20,4
1222,1.0,1.0,1.0,1.0,1.0,20,4
1223,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1224,1.0,1.0,1.0,1.0,1.0,20,4
1225,1.0,1.0,1.0,1.0,1.0,20,4
1226,1.0,1.0,1.0,1.0,1.0,20,4
1227,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1228,1.0,1.0,1.0,1.0,1.0,20,4
1229,1.0,1.0,1.0,1.0,1.0,20,4
1230,0.5,0.5,0.5,0.5,0.5,20,4
1231,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1232,1.0,1.0,1.0,1.0,1.0,20,4
1233,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1234,1.0,1.0,1.0,1.0,1.0,20,4
1235,0.5,0.5,0.0,0.0,0.0,20,4
1236,1.0,1.0,1.0,1.0,1.0,20,4
1237,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1238,1.0,1.0,1.0,1.0,1.0,20,4
1239,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1240,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1241,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1242,1.0,1.0,1.0,1.0,1.0,20,4
1243,1.0,1.0,1.0,1.0,1.0,20,4
1244,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1245,1.0,1.0,1.0,1.0,1.0,20,4
1246,1.0,1.0,1.0,1.0,1.0,20,4
1247,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1248,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1249,0.5,0.5,0.0,0.0,0.0,20,4
1250,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1251,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1252,0.5,0.5,0.0,0.0,0.0,20,4
1253,1.0,1.0,1.0,1.0,1.0,20,4
1254,1.0,1.0,1.0,1.0,1.0,20,4
1255,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1256,1.0,1.0,1.0,1.0,1.0,20,4
1257,0.5,0.5,0.0,0.0,0.0,20,4
1258,1.0,1.0,1.0,1.0,1.0,20,4
1259,0.5,0.5,0.5,1.0,0.6666666666666666,20,4
1260,1.0,1.0,1.0,1.0,1.0,20,4
1261,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1262,1.0,1.0,1.0,1.0,1.0,20,4
1263,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1264,0.25,0.25,0.0,0.0,0.0,20,4
1265,1.0,1.0,1.0,1.0,1.0,20,4
1266,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1267,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1268,1.0,1.0,1.0,1.0,1.0,20,4
1269,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1270,1.0,1.0,1.0,1.0,1.0,20,4
1271,0.5,0.5,0.0,0.0,0.0,20,4
